,Symbol,latestOI,prevOI,changeInOI,%chng in OI,volume,futValue,optValue,total,premValue,underlyingValue
64,JUBLFOOD,29984,29395,589,2.0,2613,4463.01712,1392732462,4660.65425,197.63712,556
65,BAJFINANCE,170155,166841,3314,1.99,12102,15248.538,7613345925,16426.17225,1177.63425,982
66,LTF,33020,32387,633,1.95,12795,17652.65377,7622928765,19563.03517,1910.3814,320
67,IEX,30980,30388,592,1.95,2577,2863.242,1083028237,3080.04937,216.80737,133
68,SOLARINDS,36454,35759,695,1.94,5056,3114.12634,2901949131,3486.36765,372.24131,12172
69,NTPC,83184,81599,1585,1.94,17103,11396.7744,7514950980,12268.1592,871.3848,332
70,HAL,104913,102936,1977,1.92,12226,9682.14733,7351738045,10724.02779,1041.88045,4365
71,BSE,60625,59497,1128,1.9,12461,17772.05163,10954923491,20485.09905,2713.04741,2619
72,AUBANK,27448,26942,506,1.88,2257,5179.1607,1811614290,5472.5036,293.3429,996
73,RVNL,65656,64460,1196,1.86,13120,8345.56219,6716751175,10066.40269,1720.8405,358
74,SBIN,145585,143019,2566,1.79,29808,21719.97097,20153772315,24105.31912,2385.34815,982
75,DIVISLAB,41178,40454,724,1.79,3348,2520.22103,1936748943,2740.76046,220.53943,6351
76,LAURUSLABS,28193,27700,493,1.78,4353,8722.51716,3334113295,9512.47512,789.95795,1107
77,JINDALSTEL,32917,32345,572,1.77,9415,12187.506,5163945012,13248.83112,1061.32512,1059
78,COALINDIA,80101,78720,1381,1.75,6115,4651.39273,2909375320,5038.13506,386.74233,399
79,BDL,29822,29319,503,1.72,4286,3365.15077,1944756499,3740.02576,374.87499,1456
80,AUROPHARMA,48124,47317,807,1.71,4092,5599.77456,2173363236,5964.53192,364.75736,1173
81,DALBHARAT,11755,11559,196,1.7,1942,4112.3602,973209737,4303.10757,190.74737,2122
82,ADANIENT,106075,104308,1767,1.69,37617,38111.46146,23344108843,43081.43433,4969.97287,2264
83,ZYDUSLIFE,16714,16436,278,1.69,1071,2544.33582,639099252,2631.99834,87.66252,910
84,NUVAMA,8260,8123,137,1.69,1820,2900.0992,1071820585,3116.60505,216.50585,1456
85,AMBER,14961,14715,246,1.67,2326,3058.98452,1224698341,3291.26793,232.28341,6410
86,PERSISTENT,30474,29974,500,1.67,3369,4677.76044,1701324346,5080.1039,402.34346,6230
87,DMART,46955,46193,762,1.65,4549,4727.90221,2161249177,5094.61899,366.71677,3757
88,ONGC,69918,68800,1118,1.63,14730,13016.04187,6831283275,13992.91087,976.869,239
89,HCLTECH,60419,59456,963,1.62,4400,3172.9117,2231648552,3456.47722,283.56552,1629
90,PNB,43644,42970,674,1.57,5872,15721.9168,4348296000,16537.5168,815.6,124
91,INDHOTEL,34415,33887,528,1.56,2873,4485.5645,1705593430,4691.1488,205.5843,734
92,UNIONBANK,25315,24934,381,1.53,3138,7622.75678,1427369727,7925.95468,303.1979,154
93,TATATECH,22836,22496,340,1.51,1024,2343.80288,305576352,2383.2064,39.40352,642
94,TATAELXSI,23466,23124,342,1.48,2169,1602.95839,1022494037,1778.29876,175.34037,5207
95,DLF,80318,79149,1169,1.48,10428,11503.03803,4866484185,12319.36488,816.32685,684
96,INDUSINDBK,87995,86715,1280,1.48,15364,20166.15685,7516539527,21674.47212,1508.31527,877
97,BAJAJFINSV,92470,91172,1298,1.42,6567,4921.3245,2913136725,5248.14175,326.81725,2039
98,VOLTAS,36661,36156,505,1.4,5900,4567.3809,2660118180,5012.7627,445.3818,1375
99,CIPLA,45719,45095,624,1.38,3848,2405.03778,1968188733,2588.61262,183.57483,1502
100,HINDUNILVR,64502,63626,876,1.38,6109,4776.05196,3838711839,5199.19035,423.13839,2308
101,TECHM,40551,40002,549,1.37,3972,6792.07794,3240177852,7343.69646,551.61852,1605
102,CDSL,40753,40223,530,1.32,3571,4345.42297,2108418585,4723.40883,377.98585,1448
103,AXISBANK,155525,153521,2004,1.31,12516,15266.82325,8551289631,16310.59456,1043.77131,1272
104,INDIANB,15844,15640,204,1.3,4758,6642.2852,3432170410,7412.3893,770.1041,842
105,DABUR,28418,28063,355,1.27,3001,2492.50937,1697231575,2675.07512,182.56575,500
106,BHARATFORG,24877,24568,309,1.26,4759,6129.3049,2987213915,6733.34405,604.03915,1470
107,HDFCAMC,25914,25595,319,1.25,2087,2800.3014,1430482878,3023.31018,223.00878,2647
108,WIPRO,49093,48494,599,1.24,5592,6326.349,3922163520,6985.8342,659.4852,266
109,AMBUJACEM,67613,66793,820,1.23,7310,8600.43208,3521417203,9179.51412,579.08203,559
110,HINDPETRO,27343,27014,329,1.22,10801,14372.85748,9734195796,16468.6367,2095.77921,495
111,OFSS,25202,24900,302,1.21,1720,1982.8197,795319846,2103.54317,120.72346,7655
112,BHARTIARTL,123460,121990,1470,1.21,14510,17600.72391,13085251887,19182.75278,1582.02887,2115
113,MANAPPURAM,19030,18804,226,1.2,2496,6384.5238,1735233420,6754.458,369.9342,312
114,BLUESTARCO,8203,8106,97,1.2,760,1339.06893,306862383,1398.51777,59.44883,1756
115,SUZLON,50306,49714,592,1.19,2645,3411.12239,983094784,3581.89073,170.76834,52
116,RBLBANK,30273,29924,349,1.17,3198,7514.9475,2506692662,7860.37163,345.42412,312
117,PAYTM,31080,30726,354,1.15,2547,4252.69021,2070237478,4640.70999,388.01978,1297
118,CUMMINSIND,20901,20666,235,1.14,1460,2643.5226,1048873474,2817.15734,173.63474,4444
119,BANDHANBNK,45783,45280,503,1.11,1697,2153.79504,707218344,2306.59848,152.80344,145
120,SHREECEM,13001,12859,142,1.1,782,1779.80445,353781739,1820.62185,40.81739,26510
121,LICHSGFIN,46230,45733,497,1.09,2719,4290.4108,1049378540,4448.1462,157.7354,536
122,ULTRACEMCO,72407,71654,753,1.05,8462,8309.14119,4307623487,8892.57606,583.43487,11826
123,UPL,41791,41358,433,1.05,4141,8432.74195,3706543462,9093.25608,660.51412,793
124,BEL,135725,134320,1405,1.05,17219,12500.34453,8870492261,13722.23714,1221.89261,395
125,TATACONSUM,27412,27129,283,1.04,2615,3950.83056,1353536976,4137.15032,186.31976,1184
126,OBEROIRLTY,14830,14677,153,1.04,973,2277.67956,349791624,2342.7258,65.04624,1661
127,HEROMOTOCO,55445,54883,562,1.02,9502,9633.70824,7473091527,10804.77351,1171.06527,5762
128,CHOLAFIN,30143,29839,304,1.02,3476,4899.76637,3273112837,5478.64475,578.87837,1714
129,IDFCFIRSTB,48543,48057,486,1.01,3808,7759.15799,2308266467,8114.54817,355.39017,85
130,NAUKRI,27700,27429,271,0.99,1022,1467.4278,377935027,1535.32807,67.90027,1336
131,COLPAL,40571,40185,386,0.96,4279,4099.27455,1638006810,4337.07765,237.8031,2091
132,HAVELLS,20775,20579,196,0.95,1640,3138.5803,878024975,3280.48005,141.89975,1419
133,PGEL,16515,16362,153,0.94,1187,1854.90302,483733264,1970.45067,115.54764,576
134,KFINTECH,8808,8727,81,0.93,1106,2165.3395,391038695,2227.02645,61.68695,1073
135,ASTRAL,26503,26261,242,0.92,7953,10249.3436,3800810202,10939.30063,689.95702,1411
136,COFORGE,85095,84334,761,0.9,6589,5945.23211,3717895166,6715.80877,770.57666,1663
137,TATASTEEL,79691,78990,701,0.89,16986,25985.8313,14754696440,28441.3107,2455.4794,181
138,ABB,24375,24163,212,0.88,1211,2024.4746,599522673,2110.38883,85.91423,5156
139,SUNPHARMA,67515,66945,570,0.85,4622,2947.06247,2533093650,3215.30398,268.2415,1709
140,JIOFIN,97617,96793,824,0.85,4221,6518.5757,2383339873,6803.21193,284.63623,295
141,GLENMARK,41620,41270,350,0.85,1810,3996.46935,1000699338,4175.76273,179.29338,2022
142,MARICO,30940,30680,260,0.85,1495,4332.78072,943543596,4455.73668,122.95596,752
143,ETERNAL,144339,143128,1211,0.85,15993,16576.88047,9657922321,18627.05744,2050.17696,282
144,NESTLEIND,38410,38088,322,0.85,3302,3746.21015,1788832765,3984.8378,238.62765,1287
145,DELHIVERY,10927,10836,91,0.84,731,1908.25071,435374964,1983.86911,75.61839,401
146,LUPIN,21110,20936,174,0.83,2153,4852.75629,1468460080,5041.4571,188.7008,2085
147,GODREJPROP,43328,42975,353,0.82,2495,4398.29791,966519391,4597.22183,198.92391,2009
148,SONACOMS,14139,14024,115,0.82,523,1348.01744,176882062,1382.60556,34.58812,475
149,SBICARD,27852,27630,222,0.8,1708,3226.62,888017864,3329.11864,102.49864,862
150,GAIL,42302,41965,337,0.8,2278,2205.3591,1035246114,2346.32349,140.96439,171
151,MFSL,23299,23116,183,0.79,1497,4403.94476,579655796,4518.98272,115.03796,1683
152,PPLPHARMA,12829,12729,100,0.79,815,1538.17991,225312333,1575.60637,37.42646,171
153,PIIND,15961,15837,124,0.78,748,1032.91126,329465823,1078.8345,45.92323,3222
154,CONCOR,44399,44055,344,0.78,3607,4704.34837,1974607787,5041.30125,336.95287,524
155,VEDL,130405,129403,1002,0.77,10222,12615.30599,6021058806,13914.78656,1299.48056,605
156,IRCTC,50931,50552,379,0.75,6175,4172.33565,3424905872,4665.51312,493.17747,682
157,TRENT,125293,124368,925,0.74,9812,5730.29491,3759586358,6461.60849,731.31358,4295
158,ABCAPITAL,32408,32178,230,0.71,3359,7784.4658,3050399783,8329.44363,544.97783,356
159,KOTAKBANK,115296,114478,818,0.71,13651,16663.09184,10588762264,18118.31448,1455.22264,2196
160,LICI,24009,23839,170,0.71,1286,1433.56822,648523225,1502.35547,68.78725,855
161,POLYCAB,25461,25286,175,0.69,5236,7361.47243,4316407652,7970.29896,608.82652,7553
162,IRFC,39119,38851,268,0.69,7348,6543.4921,3483516920,7306.7088,763.2167,124
163,SIEMENS,21311,21168,143,0.68,2563,1724.68289,1242178913,1939.69702,215.01413,3066
164,MANKIND,12036,11957,79,0.66,1183,2064.65224,387604957,2126.05182,61.39957,2170
165,MAXHEALTH,49521,49205,316,0.64,1915,2342.087,846911478,2490.58178,148.49478,1051
166,LODHA,33496,33287,209,0.63,1842,2207.9569,689244534,2377.31224,169.35534,1069
167,TATAPOWER,67305,66894,411,0.61,6057,4791.15191,2946903657,5198.96224,407.81032,380
168,NMDC,75282,74825,457,0.61,5589,6582.44677,2566379227,7123.54905,541.10227,82
169,ICICIBANK,232521,231115,1406,0.61,12500,22266.07922,9759268617,23471.14539,1205.06617,1345
170,KALYANKJIL,35111,34899,212,0.61,1002,1616.76204,428831854,1704.92558,88.16354,483
171,GODREJCP,22246,22112,134,0.61,1250,2339.18845,542994295,2438.9314,99.74295,1226
172,EXIDEIND,25778,25627,151,0.59,1147,1837.9026,579479994,1925.44254,87.53994,362
173,SBILIFE,27767,27608,159,0.58,1619,2755.97265,993850893,2883.20658,127.23393,2039
174,POWERINDIA,6871,6832,39,0.57,423,918.94628,315384895,968.29523,49.34895,18262
175,FORTIS,18272,18169,103,0.57,683,1615.63234,316793262,1667.90997,52.27762,886
176,YESBANK,49207,48938,269,0.55,3266,5531.52064,1755807413,5766.27277,234.75213,21
177,ICICIPRULI,21902,21784,118,0.54,963,2130.47276,395963112,2207.13889,76.66612,670
178,TORNTPHARM,9685,9634,51,0.53,327,1151.598,200739907,1175.94707,24.34907,3838
179,CAMS,15914,15831,83,0.52,1065,2305.6302,374583817,2377.81837,72.18817,740
180,INOXWIND,34058,33885,173,0.51,1026,1521.87035,322978334,1575.35556,53.48521,123
181,BANKINDIA,13750,13681,69,0.5,1633,4019.3088,846191736,4203.71016,184.40136,144
182,360ONE,5763,5735,28,0.49,291,648.988,110903385,673.12185,24.13385,1178
183,INFY,225937,224866,1071,0.48,18868,21790.70864,10391603624,23578.58488,1787.87624,1626
184,VBL,58219,57958,261,0.45,4011,5125.42901,1755072630,5495.88656,370.45755,488
185,CROMPTON,42572,42390,182,0.43,1691,1739.65554,620677206,1841.1426,101.48706,251
186,HINDALCO,121321,120803,518,0.43,9207,8241.06948,4990029919,9075.00867,833.93919,886
187,HDFCLIFE,40423,40251,172,0.43,1747,2646.72562,1217551313,2801.87875,155.15313,749
188,MPHASIS,23988,23888,100,0.42,999,1929.81159,607708576,2068.40986,138.59826,2813
189,PRESTIGE,11074,11028,46,0.42,585,1817.23338,249339330,1874.41668,57.1833,1592
190,NHPC,16798,16738,60,0.36,3011,2494.23616,1336612864,2730.5088,236.27264,79
191,PATANJALI,47685,47519,166,0.35,1391,3762.0504,321460317,3823.90857,61.85817,549
192,HDFCBANK,466550,465104,1446,0.31,23999,25992.13028,10698787132,27301.1316,1309.00132,994
193,GRASIM,69946,69753,193,0.28,1443,1822.5396,852987927,1923.11887,100.57927,2832
194,PETRONET,39278,39170,108,0.28,4937,3215.74886,2384969129,3570.40115,354.65229,285
195,TIINDIA,21034,20979,55,0.26,1087,1392.28352,446684444,1470.52796,78.24444,2643
196,SRF,24595,24542,53,0.22,1951,2755.13406,948890058,2899.69464,144.56058,3065
197,SAIL,63070,62962,108,0.17,11143,15458.9298,6397686530,17027.8791,1568.9493,146
198,PHOENIXLTD,10413,10396,17,0.16,406,1479.7237,119333973,1498.95343,19.22973,1859
199,MUTHOOTFIN,22984,22952,32,0.14,3733,4513.16123,3553861404,5009.07528,495.91404,3787
200,TORNTPOWER,8242,8231,11,0.13,680,918.52406,292745465,978.50372,59.97965,1306
201,KEI,7646,7636,10,0.13,1394,2634.28053,855154532,2839.81335,205.53282,4471
202,PNBHOUSING,29640,29621,19,0.06,2781,5575.10187,1222844181,5904.64368,329.54181,965
203,IIFL,11675,11671,4,0.03,1579,3361.24602,1298907010,3671.05612,309.8101,613
204,HINDZINC,75370,75369,1,0.0,12634,11470.08206,8792547737,13792.37569,2322.29362,613
205,NATIONALUM,29105,29105,0,0.0,5702,12361.59975,5735966475,13602.1395,1240.53975,313
206,POWERGRID,65705,65716,-11,-0.02,3810,3963.08574,1558876831,4168.69405,205.60831,265
207,TITAN,84645,84679,-34,-0.04,7833,7369.98127,4934445281,8157.00908,787.02781,4045
208,NYKAA,19546,19579,-33,-0.17,2224,4494.53968,1448077156,4824.29562,329.75593,265
209,JSWSTEEL,97602,97860,-258,-0.26,11008,11208.74773,7748674629,12573.85403,1365.10629,1166
210,HUDCO,22959,23021,-62,-0.27,3329,6446.03362,1524108005,6816.85992,370.8263,228
211,PIDILITIND,17688,17736,-48,-0.27,996,1856.4303,564871245,1927.54275,71.11245,1474
212,POLICYBZR,21514,21640,-126,-0.58,2271,3870.77348,1120581311,4104.15659,233.38311,1838
